prob,label
0.8356807231903076,label_1
0.44853320717811584,label_1
0.8004443049430847,label_1
0.8860670924186707,label_1
0.9195976853370667,label_1
0.7471330165863037,label_1
0.5810155868530273,label_1
0.47830846905708313,label_1
0.34882983565330505,label_1
0.8333960771560669,label_1
0.6985947489738464,label_1
0.8850972056388855,label_1
0.8379879593849182,label_1
0.4692985713481903,label_1
0.5622190237045288,label_1
0.0889340490102768,label_1
0.7321648001670837,label_1
0.8577249050140381,label_1
0.8798806667327881,label_1
0.77388995885849,label_1
0.758901834487915,label_1
0.42775800824165344,label_1
0.4345346689224243,label_1
0.6461693644523621,label_1
0.8503355979919434,label_1
0.8393905162811279,label_1
0.6294583678245544,label_1
0.6212758421897888,label_1
0.6340842247009277,label_1
0.6162384748458862,label_1
0.760624349117279,label_1
0.8641408085823059,label_1
0.8920978903770447,label_1
0.8559937477111816,label_1
0.7664421796798706,label_1
0.7190915942192078,label_1
0.37629881501197815,label_1
0.8370675444602966,label_1
0.7577657699584961,label_1
0.8130986094474792,label_1
0.8488857746124268,label_1
0.7086076140403748,label_1
0.8606191277503967,label_1
0.9258102178573608,label_1
0.5204663872718811,label_1
0.7250052690505981,label_1
0.74360591173172,label_1
0.7391452193260193,label_1
0.8987776041030884,label_1
0.7521865963935852,label_1
0.9050286412239075,label_1
0.7069739699363708,label_1
0.9279850125312805,label_1
0.9003060460090637,label_1
0.7544664740562439,label_1
0.7629572153091431,label_1
0.6072959303855896,label_1
0.6082012057304382,label_1
0.4063167870044708,label_1
0.8450455069541931,label_1
0.8275455832481384,label_1
0.8731799125671387,label_1
0.8938689827919006,label_1
0.8957376480102539,label_1
0.8625943660736084,label_1
0.9127122759819031,label_1
0.7969163656234741,label_1
0.8757774233818054,label_1
0.8277402520179749,label_1
0.7838313579559326,label_1
0.42768070101737976,label_1
0.9395288825035095,label_1
0.7228318452835083,label_1
0.7060701847076416,label_1
0.6850597858428955,label_1
0.930875837802887,label_1
0.5159386992454529,label_1
0.7876558899879456,label_1
0.4295024871826172,label_1
0.43757954239845276,label_1
0.9006870985031128,label_1
0.6766288876533508,label_1
0.8457306623458862,label_1
0.757912814617157,label_1
0.45694810152053833,label_1
0.7152442932128906,label_1
0.886716902256012,label_1
0.9400328993797302,label_1
0.8224322199821472,label_1
0.906902015209198,label_1
0.8067295551300049,label_1
0.6654465198516846,label_1
0.7084659337997437,label_1
0.816750168800354,label_1
0.8958690762519836,label_1
0.8524103164672852,label_1
0.6144155263900757,label_1
0.9098588824272156,label_1
0.8927755355834961,label_1
0.5747557282447815,label_1
0.6704277396202087,label_1
0.8489682078361511,label_1
0.5358717441558838,label_1
0.762430727481842,label_1
0.829537570476532,label_1
0.1382792890071869,label_1
0.6845686435699463,label_1
0.8101882934570312,label_1
0.8831235766410828,label_1
0.4081573486328125,label_1
0.9046987891197205,label_1
0.9293131828308105,label_1
0.8944669365882874,label_1
0.7130213975906372,label_1
0.6870067715644836,label_1
0.7767073512077332,label_1
0.8420023322105408,label_1
0.6904170513153076,label_1
0.6843459010124207,label_1
0.8250772356987,label_1
0.7446659207344055,label_1
0.7397747039794922,label_1
0.9210785031318665,label_1
0.9226621389389038,label_1
0.6281035542488098,label_1
0.7557745575904846,label_1
0.5564988255500793,label_1
0.682727038860321,label_1
0.8555824756622314,label_1
0.8623377084732056,label_1
0.6893132328987122,label_1
0.8778178095817566,label_1
0.8795403242111206,label_1
0.7544029951095581,label_1
0.8126618266105652,label_1
0.6442596912384033,label_1
0.8179814219474792,label_1
0.7834969758987427,label_1
0.5192432403564453,label_1
0.3351536691188812,label_1
0.1475742608308792,label_0
0.2954671382904053,label_0
0.3565562665462494,label_0
0.32639482617378235,label_0
0.14867132902145386,label_0
0.16362197697162628,label_0
0.24137713015079498,label_0
0.3221512734889984,label_0
0.23102907836437225,label_0
0.7170122265815735,label_0
0.3661276400089264,label_0
0.6533086895942688,label_0
0.5751008987426758,label_0
0.3911100924015045,label_0
0.20239070057868958,label_0
0.3541634678840637,label_0
0.22430656850337982,label_0
0.6101072430610657,label_0
0.3978058993816376,label_0
0.25642848014831543,label_0
0.44946107268333435,label_0
0.25657156109809875,label_0
0.06292080879211426,label_0
0.2607898712158203,label_0
0.2672881484031677,label_0
0.14026373624801636,label_0
0.352890282869339,label_0
0.1925586462020874,label_0
0.5276178121566772,label_0
0.32409897446632385,label_0
0.07378492504358292,label_0
0.23815500736236572,label_0
0.16251707077026367,label_0
0.0923876166343689,label_0
0.13876433670520782,label_0
0.25626465678215027,label_0
0.17805956304073334,label_0
0.08974964171648026,label_0
0.070156991481781,label_0
0.20655708014965057,label_0
0.2826153635978699,label_0
0.08887065947055817,label_0
0.1501053124666214,label_0
0.4474582374095917,label_0
0.20638170838356018,label_0
0.05404048413038254,label_0
0.1778458207845688,label_0
0.18899989128112793,label_0
0.49802544713020325,label_0
0.3795180022716522,label_0
0.44152286648750305,label_0
0.512212872505188,label_0
0.6378673911094666,label_0
0.07240498065948486,label_0
0.4526917338371277,label_0
0.495685875415802,label_0
0.4970349967479706,label_0
0.37197384238243103,label_0
0.36049965023994446,label_0
0.08971824496984482,label_0
0.6978006958961487,label_0
0.4180790185928345,label_0
0.34297820925712585,label_0
0.11218404024839401,label_0
0.6333646178245544,label_0
0.19496551156044006,label_0
0.1944146454334259,label_0
0.5800263285636902,label_0
0.08886466175317764,label_0
0.17287661135196686,label_0
0.5827950835227966,label_0
0.060224734246730804,label_0
0.3941437304019928,label_0
0.4714409112930298,label_0
0.10741328448057175,label_0
0.6062586307525635,label_0
0.8532295227050781,label_0
0.45437636971473694,label_0
0.23600681126117706,label_0
0.31401902437210083,label_0
0.2751559019088745,label_0
0.22748751938343048,label_0
0.338787317276001,label_0
0.2572435438632965,label_0
0.1573849618434906,label_0
0.2441253513097763,label_0
0.19995781779289246,label_0
0.1087474524974823,label_0
0.23751628398895264,label_0
0.25112783908843994,label_0
0.14228306710720062,label_0
0.1872010976076126,label_0
0.08077102154493332,label_0
0.14189188182353973,label_0
0.35154613852500916,label_0
0.2470761388540268,label_0
0.23914110660552979,label_0
0.11349905282258987,label_0
0.19927360117435455,label_0
0.2582416832447052,label_0
0.336786150932312,label_0
0.33479222655296326,label_0
0.2805701196193695,label_0
0.25058987736701965,label_0
0.3223893344402313,label_0
0.5160775780677795,label_0
0.4934680461883545,label_0
0.2527983486652374,label_0
0.30599650740623474,label_0
0.12014862149953842,label_0
0.13012714684009552,label_0
0.3035591244697571,label_0
0.20140403509140015,label_0
0.5684407949447632,label_0
0.5272614359855652,label_0
0.21657420694828033,label_0
0.2853298783302307,label_0
0.10964242368936539,label_0
0.4246746897697449,label_0
0.16301710903644562,label_0
0.08030378073453903,label_0
0.477567583322525,label_0
0.2774573564529419,label_0
0.2793000638484955,label_0
0.12058200687170029,label_0
0.6091666221618652,label_0
0.5125153660774231,label_0
0.5416111350059509,label_0
0.3345091640949249,label_0
0.2577848434448242,label_0
0.5977247357368469,label_0
0.4420490264892578,label_0
0.43748438358306885,label_0
0.09516247361898422,label_0
0.06885242462158203,label_0
0.40264278650283813,label_0
0.2763640880584717,label_0
0.3378249406814575,label_0
0.128627747297287,label_0
0.10464973747730255,label_0
0.2266734540462494,label_0
0.34984779357910156,label_0
0.32144567370414734,label_0
0.6735802888870239,label_0
0.25267648696899414,label_0
0.1677103191614151,label_0
0.2590359151363373,label_0
0.7025821805000305,label_0
0.23696276545524597,label_0
0.27955153584480286,label_0
0.14372310042381287,label_0
0.5283381342887878,label_0
0.3466137945652008,label_0
0.28366464376449585,label_0
0.08406158536672592,label_0
0.1990877240896225,label_0
0.3354640603065491,label_0
0.14751428365707397,label_0
0.33131858706474304,label_0
0.39559149742126465,label_0
0.10753456503152847,label_0
0.43881112337112427,label_0
0.3069082498550415,label_0
0.4781408905982971,label_0
0.24172566831111908,label_0
0.3801378309726715,label_0
0.15109214186668396,label_0
0.3576206862926483,label_0
0.2422219216823578,label_0
0.5219897031784058,label_0
0.5494778156280518,label_0
0.7198727130889893,label_0
0.40947115421295166,label_0
0.3700329065322876,label_0
0.3932206630706787,label_0
0.3789011240005493,label_0
0.3031472861766815,label_0
0.273435115814209,label_0
0.21536090970039368,label_0
0.1451151967048645,label_0
0.6971346735954285,label_0
0.5205206871032715,label_0
0.3399573564529419,label_0
0.09125125408172607,label_0
0.1635601818561554,label_0
0.5557689070701599,label_0
0.6048409342765808,label_0
0.3982580006122589,label_0
0.3132006824016571,label_0
0.41773542761802673,label_0
0.41322821378707886,label_0
0.306810200214386,label_0
0.3118496537208557,label_0
0.12308592349290848,label_0
0.34269970655441284,label_0
0.5176935791969299,label_0
0.6510171890258789,label_0
0.27231845259666443,label_0
0.2280852496623993,label_0
0.5066294074058533,label_0
0.1989077627658844,label_0
0.12819130718708038,label_0
0.4066830277442932,label_0
0.6965873837471008,label_0
0.26470088958740234,label_0
0.7486714720726013,label_0
0.21057048439979553,label_0
0.17119920253753662,label_0
0.3622746169567108,label_0
0.3249974846839905,label_0
0.37473687529563904,label_0
0.4697403311729431,label_0
0.4406457245349884,label_0
0.5154464244842529,label_0
0.1758936047554016,label_0
0.2393631935119629,label_0
0.36372730135917664,label_0
0.5314170122146606,label_0
0.22273515164852142,label_0
0.1652166247367859,label_0
0.45303916931152344,label_0
0.23238053917884827,label_0
0.4896138608455658,label_0
0.2521198093891144,label_0
0.4369282126426697,label_0
0.5339300632476807,label_0
0.4604852497577667,label_0
0.2580094337463379,label_0
0.599234938621521,label_0
0.20593199133872986,label_0
0.3513121008872986,label_0
0.12383253872394562,label_0
0.5837173461914062,label_0
0.5049184560775757,label_0
0.22045473754405975,label_0
0.1456579715013504,label_0
0.08087749779224396,label_0
0.277098149061203,label_0
0.08315588533878326,label_0
0.2576458156108856,label_0
0.3425236940383911,label_0
0.3418066203594208,label_0
0.31901925802230835,label_0
0.2513611614704132,label_0
0.12954241037368774,label_0
0.5124118328094482,label_0
0.11763885617256165,label_0
0.18021653592586517,label_0
0.10035660862922668,label_0
0.19067320227622986,label_0
0.4674052894115448,label_0
0.45698270201683044,label_0
0.26921772956848145,label_0
0.14491041004657745,label_0
0.4945509433746338,label_0
0.15409596264362335,label_0
0.2788771986961365,label_0
0.4964011311531067,label_0
0.7521394491195679,label_0
0.2773062586784363,label_0
0.494724303483963,label_0
0.07087931782007217,label_0
0.3086696267127991,label_0
0.46449458599090576,label_0
0.26502725481987,label_0
0.22407786548137665,label_0
0.6850647926330566,label_0
0.2402789294719696,label_0
0.2788030207157135,label_0
0.484636515378952,label_0
0.2206016629934311,label_0
0.24353478848934174,label_0
0.3896690011024475,label_0
0.46538785099983215,label_0
0.5443596839904785,label_0
0.1543700397014618,label_0
0.23336417973041534,label_0
0.10303676128387451,label_0
0.4231114983558655,label_0
0.6205205917358398,label_0
0.12379252165555954,label_0
0.1356847882270813,label_0
0.16054986417293549,label_0
0.5865970849990845,label_0
0.32324039936065674,label_0
0.45879462361335754,label_0
0.2783012092113495,label_0
0.5168167948722839,label_0
0.09088000655174255,label_0
0.4981059432029724,label_0
0.3946077823638916,label_0
0.37873661518096924,label_0
0.5022809505462646,label_0
0.18939729034900665,label_0
0.39003801345825195,label_0
0.23469336330890656,label_0
0.5502300262451172,label_0
